manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
NVIDIA,GeForce FX Go5200 NPB 64M,NV34 B1,2003-03-01,AGP 8x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX Go5250,NV34 A1,2003-03-01,AGP 8x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX Go5300,NV34 A1,2003-03-01,AGP 8x,"64 MB, DDR, 128 bit",275 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX Go5350,NV34 A1,2003-03-01,AGP 8x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,7,4,4
NVIDIA,GeForce FX Go5600,NV31,2003-03-01,AGP 8x,"128 MB, DDR, 128 bit",275 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX Go5650,NV31,2003-03-01,AGP 8x,"128 MB, DDR, 128 bit",325 MHz,295 MHz,7,4,4
NVIDIA,GeForce PCX 5900,NV35,2003-03-17,PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,275 MHz,7,8,4
NVIDIA,GeForce4 MX 4000,NV18 A4,2003-12-14,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 4000 PCI,NV18 C1,2003-12-14,PCI,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 4000 Rev. 2,NV18 C1,2003-12-14,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 Ti 4800,NV28 A1,2003-03-15,AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,6,8,4
NVIDIA,GeForce4 Ti 4800,NV28 A2,2003-03-15,AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,6,8,4
NVIDIA,GeForce4 Ti 4800 SE,NV28 A2,2003-02-16,AGP 8x,"128 MB, SDR, 128 bit",275 MHz,275 MHz,6,8,4
NVIDIA,Quadro FX 1000,NV30,2003-01-21,AGP 8x,"128 MB, DDR2, 128 bit",300 MHz,300 MHz,6,8,4
NVIDIA,Quadro FX 2000,NV30,2003-01-21,AGP 8x,"128 MB, DDR2, 128 bit",400 MHz,400 MHz,6,8,4
NVIDIA,Quadro FX 3000,NV35,2003-07-22,AGP 8x,"256 MB, DDR, 256 bit",400 MHz,425 MHz,7,8,4
NVIDIA,Quadro FX 3000G,NV35,2003-07-22,AGP 8x,"256 MB, DDR, 256 bit",400 MHz,425 MHz,7,8,4
NVIDIA,Quadro FX 500,NV34 A1,2003-05-21,AGP 8x,"128 MB, DDR, 128 bit",270 MHz,240 MHz,5,4,4
NVIDIA,Quadro FX Go700,NV31,2003-06-25,AGP 4x,"128 MB, DDR, 128 bit",295 MHz,295 MHz,7,4,4
NVIDIA,Quadro NVS 210S,C51,2003-12-22,PCI,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,Quadro NVS 280 PCI,NV34 B1,2003-10-28,PCI,"64 MB, DDR, 128 bit",275 MHz,250 MHz,2,4,2
NVIDIA,Quadro4 100 NVS,NV17 A3,2003-12-22,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2,4,2
NVIDIA,Quadro4 100 NVS PCI,NV17 A3,2003-12-22,PCI,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2,4,2
NVIDIA,Quadro4 200 NVS,NV17 A3,2003-12-22,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,2,4,2
NVIDIA,Quadro4 700 Go GL,NV28 A2,2003-06-05,AGP 4x,"64 MB, DDR, 128 bit",199 MHz,223 MHz,6,4,4
NVIDIA,GeForce 6100,C51,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6100 + nForce 400,C61,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6100 + nForce 405,C61,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6100 + nForce 420,C61,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6100 + nForce 430,C61,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6150,C51,2004-10-11,PCI,System Shared,475 MHz,System Shared,3,1,1
NVIDIA,GeForce 6150 LE,C51,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6150 SE + nForce 430,C61,2004-10-11,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 6200,NV43 A2,2004-10-11,PCIe 1.0 x16,"128 MB, DDR, 128 bit",300 MHz,275 MHz,7,4,2
NVIDIA,GeForce 6200 LE AGP 512 MB,NV44 A1,2004-10-11,AGP 8x,"512 MB, DDR2, 128 bit",300 MHz,275 MHz,7,4,2
NVIDIA,GeForce 6200 LE PCI,NV43 A2,2004-10-11,PCI,"256 MB, DDR, 64 bit",300 MHz,266 MHz,7,4,2
NVIDIA,GeForce 6200 SE TurboCache,NV44 A2,2004-12-15,PCIe 1.0 x16,"64 MB, DDR, 64 bit",350 MHz,250 MHz,7,4,2
NVIDIA,GeForce 6200 TurboCache,NV44 B2,2004-12-15,AGP 4x,"64 MB, DDR, 64 bit",350 MHz,250 MHz,7,4,2
NVIDIA,GeForce 6600,NV43 A2,2004-08-12,PCIe 1.0 x16,"256 MB, DDR, 128 bit",300 MHz,250 MHz,11,8,4
NVIDIA,GeForce 6600 GT,NV43 A2,2004-08-12,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",500 MHz,500 MHz,11,8,4
NVIDIA,GeForce 6600 GT AGP,NV43 A2,2004-11-14,AGP 8x,"128 MB, GDDR3, 128 bit",500 MHz,475 MHz,11,8,4
NVIDIA,GeForce 6600 GT Dual,NV43 A2,2004-08-12,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",500 MHz,560 MHz,11,8,4
NVIDIA,GeForce 6610 XL,NV43 A2,2004-11-14,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",400 MHz,400 MHz,11,8,4
NVIDIA,GeForce 6700 XL,NV43 A2,2004-11-14,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",525 MHz,550 MHz,11,8,4
NVIDIA,GeForce 6800,NV48,2004-04-14,AGP 8x,"256 MB, DDR, 256 bit",325 MHz,350 MHz,22,16,16
NVIDIA,GeForce 6800,NV41,2004-11-08,PCIe 1.0 x16,"256 MB, DDR, 256 bit",325 MHz,300 MHz,17,12,12
NVIDIA,GeForce 6800,NV40,2004-04-14,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,350 MHz,17,12,12
NVIDIA,GeForce 6800 GT,NV48,2004-04-14,AGP 8x,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,22,16,16
NVIDIA,GeForce 6800 GT,NV40,2004-04-14,AGP 8x,"128 MB, DDR, 256 bit",350 MHz,250 MHz,22,16,16
NVIDIA,GeForce 6800 GT,NV45,2004-06-08,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,22,16,16
NVIDIA,GeForce 6800 GT DDL,NV40,2004-04-14,AGP Pro 8x,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,22,16,16
NVIDIA,GeForce 6800 GT Dual,NV45,2004-06-08,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,22,16,16
NVIDIA,GeForce 6800 GTO,NV45,2004-04-14,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,17,12,12
NVIDIA,GeForce 6800 LE,NV40,2004-07-21,AGP 8x,"128 MB, DDR, 256 bit",300 MHz,350 MHz,12,8,8
NVIDIA,GeForce 6800 Ultra,NV40,2004-04-14,AGP 8x,"256 MB, GDDR3, 256 bit",425 MHz,550 MHz,22,16,16
NVIDIA,GeForce 6800 Ultra,NV45,2004-07-26,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,550 MHz,22,16,16
NVIDIA,GeForce 6800 Ultra DDL,NV40,2004-04-14,AGP Pro 8x,"256 MB, GDDR3, 256 bit",400 MHz,550 MHz,22,16,16
NVIDIA,GeForce FX 5500,NV34 B1,2004-03-17,AGP 8x,"64 MB, DDR, 128 bit",270 MHz,166 MHz,5,4,4
NVIDIA,GeForce FX 5500 PCI,NV34 B1,2004-03-17,PCI,"256 MB, DDR, 128 bit",270 MHz,200 MHz,5,4,4
NVIDIA,GeForce FX 5700 EP,NV36,2004-09-01,AGP 8x,"128 MB, DDR, 64 bit",425 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX 5700 LE,NV36,2004-03-01,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX 5700 VE,NV36,2004-09-01,AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,7,4,4
NVIDIA,GeForce Go 6800,NV41,2004-11-08,MXM-III,"256 MB, GDDR3, 256 bit",300 MHz,550 MHz,17,12,12
NVIDIA,GeForce PCX 4300,NV19,2004-02-19,PCIe 1.0 x16,"64 MB, DDR, 64 bit",250 MHz,166 MHz,2,2,2
NVIDIA,GeForce PCX 5300,NV37,2004-02-17,PCIe 1.0 x16,"128 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
NVIDIA,GeForce PCX 5750,NV39,2004-02-17,PCIe 1.0 x16,"128 MB, DDR, 128 bit",425 MHz,275 MHz,7,4,4
NVIDIA,GeForce PCX 5950,NV38,2004-02-17,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",475 MHz,425 MHz,7,8,4
NVIDIA,Quadro FX 1100,NV36,2004-04-01,AGP 8x,"128 MB, DDR2, 128 bit",425 MHz,325 MHz,7,4,4
NVIDIA,Quadro FX 1300,NV38,2004-08-09,PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,275 MHz,7,8,4
NVIDIA,Quadro FX 1400,NV41,2004-08-09,PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,300 MHz,17,12,8
NVIDIA,Quadro FX 330,NV37,2004-06-28,PCIe 1.0 x16,"64 MB, DDR2, 64 bit",250 MHz,200 MHz,6,4,2
NVIDIA,Quadro FX 3400,NV45,2004-06-28,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,450 MHz,22,16,16
NVIDIA,Quadro FX 4000,NV40,2004-04-01,AGP 8x,"256 MB, GDDR3, 256 bit",375 MHz,500 MHz,17,12,8
NVIDIA,Quadro FX 4000 SDI,NV41,2004-04-19,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,500 MHz,17,12,12
NVIDIA,Quadro FX 540,NV43 A2,2004-08-09,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",300 MHz,250 MHz,12,8,8
NVIDIA,Quadro FX 600 PCI,NV34 A1,2004-03-17,PCI,"128 MB, DDR, 128 bit",270 MHz,240 MHz,6,4,4
NVIDIA,Quadro FX 700,NV35,2004-03-17,AGP 8x,"128 MB, DDR, 128 bit",275 MHz,275 MHz,7,8,4
NVIDIA,Quadro FX Go1000,NV36,2004-02-25,AGP 4x,"128 MB, DDR, 128 bit",295 MHz,285 MHz,7,4,4
NVIDIA,Quadro FX Go540,NV43 A4,2004-08-09,MXM-II,"128 MB, DDR, 128 bit",300 MHz,225 MHz,12,8,8
NVIDIA,Quadro NVS 280 AGP,NV34 A1,2004-05-25,AGP 8x,"64 MB, DDR, 128 bit",275 MHz,250 MHz,5,4,4
NVIDIA,Quadro NVS 280 PCIe,NV37,2004-05-25,PCIe 1.0 x16,"64 MB, DDR, 128 bit",275 MHz,250 MHz,5,4,4
NVIDIA,Quadro4 400 NVS PCI,NV17 A3,2004-07-16,PCI,"64 MB, DDR, 128 bit",220 MHz,166 MHz,2,4,2
NVIDIA,GeForce 6200 AGP,NV44 A1,2005-04-04,AGP 8x,"256 MB, DDR2, 64 bit",350 MHz,266 MHz,7,4,2
NVIDIA,GeForce 6200 AGP,NV44 A1,2005-04-04,AGP 8x,"128 MB, DDR, 64 bit",350 MHz,250 MHz,6,4,4
NVIDIA,GeForce 6200 LE,NV44 A2,2005-04-04,PCIe 1.0 x16,"128 MB, DDR, 64 bit",350 MHz,266 MHz,3,2,2
NVIDIA,GeForce 6200 LE,NV44 A2,2005-04-04,PCIe 1.0 x16,"64 MB, DDR2, 32 bit",350 MHz,266 MHz,3,2,2
NVIDIA,GeForce 6200 LE AGP,NV44 A1,2005-04-04,AGP 8x,"128 MB, DDR, 64 bit",350 MHz,266 MHz,3,2,2
NVIDIA,GeForce 6500,NV44 A2,2005-10-01,PCIe 1.0 x16,"128 MB, DDR2, 128 bit",400 MHz,266 MHz,7,4,2
NVIDIA,GeForce 6600 LE,NV43 A2,2005-05-31,PCIe 1.0 x16,"128 MB, DDR, 128 bit",300 MHz,250 MHz,7,4,4
NVIDIA,GeForce 6600 LE AGP,NV43 A2,2005-05-31,AGP 8x,"128 MB, DDR, 128 bit",300 MHz,200 MHz,7,4,4
NVIDIA,GeForce 6600 VE,NV43 A2,2005-05-31,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",300 MHz,200 MHz,6,4,4
NVIDIA,GeForce 6800 GS,NV40,2005-12-08,AGP 8x,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,17,12,12
NVIDIA,GeForce 6800 GS,NV41,2005-11-07,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,500 MHz,17,12,12
NVIDIA,GeForce 6800 LE,NV41,2005-01-16,PCIe 1.0 x16,"256 MB, DDR, 256 bit",325 MHz,300 MHz,12,8,8
NVIDIA,GeForce 6800 XE,NV40,2005-09-30,AGP 8x,"256 MB, DDR2, 128 bit",275 MHz,266 MHz,11,8,8
NVIDIA,GeForce 6800 XT,NV48,2005-09-30,AGP 8x,"256 MB, DDR, 128 bit",300 MHz,266 MHz,12,8,8
NVIDIA,GeForce 6800 XT,NV40,2005-09-30,AGP 8x,"256 MB, DDR, 256 bit",300 MHz,350 MHz,12,8,8
NVIDIA,GeForce 6800 XT,NV42,2005-09-30,AGP 8x,"256 MB, GDDR3, 256 bit",450 MHz,600 MHz,17,12,12
NVIDIA,GeForce 6800 XT,NV41,2005-09-30,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,500 MHz,12,8,8
NVIDIA,GeForce 7800 GT,G70,2005-08-11,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,500 MHz,27,20,16
NVIDIA,GeForce 7800 GT Dual,G70,2005-08-11,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,500 MHz,27,20,16
NVIDIA,GeForce 7800 GTX,G70,2005-06-22,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",430 MHz,600 MHz,32,24,16
NVIDIA,GeForce 7800 GTX 512,G70,2005-11-14,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",550 MHz,850 MHz,32,24,16
NVIDIA,GeForce FX Go5700,NV36,2005-02-01,AGP 8x,"32 MB, DDR, 128 bit",450 MHz,275 MHz,7,4,4
NVIDIA,GeForce Go 6200 TE,NV43 A4,2005-09-29,PCIe 1.0 x16,"64 MB, DDR, 64 bit",300 MHz,300 MHz,7,4,4
NVIDIA,GeForce Go 6600,NV43 A2,2005-09-29,MXM-II,"256 MB, DDR, 128 bit",300 MHz,350 MHz,11,8,4
NVIDIA,GeForce Go 6600 NPB 128M,NV43 A4,2005-09-29,PCIe 1.0 x16,"128 MB, DDR, 128 bit",375 MHz,300 MHz,11,8,4
NVIDIA,GeForce Go 6600 TE,NV43 A2,2005-09-29,PCIe 1.0 x16,"128 MB, DDR, 128 bit",225 MHz,200 MHz,11,8,4
NVIDIA,GeForce Go 6800 Ultra,NV41,2005-02-24,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",450 MHz,600 MHz,17,12,12
NVIDIA,GeForce Go 7800 GTX,G70,2005-09-29,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",440 MHz,550 MHz,32,24,16
NVIDIA,Quadro FX 2500M,G71,2005-09-29,MXM-III,"512 MB, GDDR3, 256 bit",500 MHz,600 MHz,32,24,16
NVIDIA,Quadro FX 3450,NV41,2005-07-28,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",425 MHz,500 MHz,17,12,12
NVIDIA,Quadro FX 4400,NV45,2005-07-28,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",375 MHz,525 MHz,17,12,12
NVIDIA,Quadro FX 4400G,NV45,2005-07-28,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",375 MHz,525 MHz,17,12,12
NVIDIA,Quadro FX 4500,G70,2005-07-28,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",430 MHz,525 MHz,32,24,16
NVIDIA,Quadro FX Go1400,NV41,2005-02-25,MXM-III,"256 MB, DDR, 256 bit",275 MHz,295 MHz,13,8,8
NVIDIA,Quadro NVS 280 SD,NV18 C1,2005-05-31,AGP 8x,"64 MB, DDR, 64 bit",250 MHz,200 MHz,2,4,2
NVIDIA,Quadro NVS 50 PCI,NV18 A4,2005-05-31,PCI,"64 MB, DDR, 64 bit",250 MHz,200 MHz,2,4,2
NVIDIA,Quadro NVS 55 PCI,NV34 B1,2005-05-31,PCI,"64 MB, DDR, 64 bit",250 MHz,200 MHz,2,4,2
NVIDIA,GeForce 7000M + nForce 610M,C67,2006-02-01,PCIe 1.0 x16,System Shared,350 MHz,System Shared,3,1,1
NVIDIA,GeForce 7025 + nForce 630a,C68,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce 7025 + nForce 630a,C67,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 7025 + nForce 630a,C68,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,1,1
NVIDIA,GeForce 7050 + nForce 630a,C68,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce 7050 PV + nForce 630a,C68,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce 7050 SE + nForce 630a,C68,2006-02-01,PCI,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce 7100 GS,NV44 B2,2006-08-08,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",350 MHz,266 MHz,7,4,2
NVIDIA,GeForce 7200 GS,G72,2006-01-18,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",450 MHz,334 MHz,4,4,2
NVIDIA,GeForce 7300 GS,G72,2006-01-18,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",450 MHz,266 MHz,7,4,2
NVIDIA,GeForce 7300 GS Low Profile,G72,2006-01-18,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",450 MHz,266 MHz,7,4,2
NVIDIA,GeForce 7300 GT,G73,2006-05-15,PCIe 1.0 x16,"128 MB, DDR2, 128 bit",350 MHz,325 MHz,7,4,2
NVIDIA,GeForce 7300 GT Mac Edition,G73,2006-08-26,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",350 MHz,500 MHz,7,4,2
NVIDIA,GeForce 7300 LE,G72,2006-03-22,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",450 MHz,324 MHz,7,4,2
NVIDIA,GeForce 7300 SE,G72,2006-03-22,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",450 MHz,266 MHz,7,4,2
NVIDIA,GeForce 7350 LE,G72,2006-03-22,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",450 MHz,400 MHz,7,4,2
NVIDIA,GeForce 7500 LE,G72,2006-03-22,PCIe 1.0 x16,"64 MB, DDR2, 64 bit",475 MHz,405 MHz,13,8,4
NVIDIA,GeForce 7600 GS,G73,2006-03-22,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",400 MHz,400 MHz,17,12,8
NVIDIA,GeForce 7600 GS AGP,G73,2006-07-01,AGP 8x,"256 MB, DDR2, 128 bit",400 MHz,400 MHz,17,12,8
NVIDIA,GeForce 7600 GS AGP,G71,2006-07-01,AGP 8x,"256 MB, GDDR3, 128 bit",500 MHz,725 MHz,17,12,8
NVIDIA,GeForce 7600 GT,G73,2006-03-09,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",560 MHz,700 MHz,17,12,8
NVIDIA,GeForce 7600 GT Mac Edition,G73,2006-09-02,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",560 MHz,700 MHz,17,12,8
NVIDIA,GeForce 7600 LE,G73,2006-03-22,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",400 MHz,400 MHz,13,8,4
NVIDIA,GeForce 7650 GS,G73,2006-03-22,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",450 MHz,400 MHz,17,12,8
NVIDIA,GeForce 7800 GS AGP,G71,2006-02-02,AGP 8x,"256 MB, GDDR3, 256 bit",560 MHz,600 MHz,22,16,8
NVIDIA,GeForce 7800 GS+ AGP,G71,2006-09-28,AGP 8x,"512 MB, GDDR3, 256 bit",450 MHz,625 MHz,22,16,16
NVIDIA,GeForce 7900 GS,G71,2006-05-01,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",450 MHz,660 MHz,27,20,16
NVIDIA,GeForce 7900 GS AGP,G71,2006-04-02,AGP 8x,"256 MB, GDDR3, 256 bit",450 MHz,660 MHz,27,20,16
NVIDIA,GeForce 7900 GT,G71,2006-03-09,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",450 MHz,660 MHz,32,24,16
NVIDIA,GeForce 7900 GTO,G71,2006-10-01,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,660 MHz,32,24,16
NVIDIA,GeForce 7900 GTX,G71,2006-03-09,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,800 MHz,32,24,16
NVIDIA,GeForce 7900 GX2,G71,2006-04-30,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,600 MHz,32,24,16
NVIDIA,GeForce 7950 GT,G71,2006-08-06,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",550 MHz,700 MHz,32,24,16
NVIDIA,GeForce 7950 GX2,G71,2006-06-05,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,600 MHz,32,24,16
NVIDIA,GeForce 8800 GTS 640,G80,2006-11-08,PCIe 1.0 x16,"640 MB, GDDR3, 320 bit",513 MHz,792 MHz,96,24,20
NVIDIA,GeForce 8800 GTX,G80,2006-11-08,PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",576 MHz,900 MHz,128,32,24
NVIDIA,GeForce Go 6100 + nForce Go 430,C51,2006-02-01,PCIe 1.0 x16,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce Go 6150 + nForce Go 430,C51,2006-02-01,PCIe 2.0 x1,System Shared,425 MHz,System Shared,3,2,1
NVIDIA,GeForce Go 6200,NV44 A2,2006-02-01,PCIe 1.0 x16,"32 MB, DDR, 64 bit",300 MHz,300 MHz,7,4,2
NVIDIA,GeForce Go 6250,NV44 A2,2006-02-01,PCIe 1.0 x16,"32 MB, DDR, 64 bit",400 MHz,350 MHz,7,4,2
NVIDIA,GeForce Go 6400,NV44 A2,2006-02-01,PCIe 1.0 x16,"32 MB, DDR, 64 bit",400 MHz,350 MHz,7,4,2
NVIDIA,GeForce Go 7200,G72,2006-09-01,PCIe 1.0 x16,"64 MB, GDDR3, 32 bit",450 MHz,350 MHz,7,4,1
NVIDIA,GeForce Go 7300,G72,2006-02-01,PCIe 1.0 x16,"64 MB, GDDR3, 64 bit",350 MHz,350 MHz,7,4,2
NVIDIA,GeForce Go 7300T,G72,2006-02-01,PCIe 1.0 x16,"64 MB, GDDR3, 64 bit",350 MHz,350 MHz,7,4,2
NVIDIA,GeForce Go 7400,G72,2006-02-01,PCIe 1.0 x16,"128 MB, GDDR3, 64 bit",450 MHz,450 MHz,7,4,2
NVIDIA,GeForce Go 7400,G72,2006-02-01,PCIe 1.0 x16,"128 MB, GDDR3, 32 bit",450 MHz,450 MHz,7,4,2
NVIDIA,GeForce Go 7400T,G72,2006-02-01,PCIe 1.0 x16,"128 MB, GDDR3, 64 bit",450 MHz,450 MHz,7,4,2
NVIDIA,GeForce Go 7450,G72,2006-02-01,PCIe 1.0 x16,"64 MB, DDR2, 256 bit",300 MHz,200 MHz,11,8,4
NVIDIA,GeForce Go 7600,G73,2006-03-01,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",450 MHz,350 MHz,13,8,8
NVIDIA,GeForce Go 7600 GT,G73,2006-08-01,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",500 MHz,600 MHz,17,12,8
NVIDIA,GeForce Go 7700,G73,2006-08-01,PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",450 MHz,500 MHz,17,12,8
NVIDIA,GeForce Go 7800,G70,2006-03-03,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,550 MHz,22,16,16
NVIDIA,GeForce Go 7900 GS,G71,2006-04-18,MXM-II,"512 MB, GDDR3, 256 bit",375 MHz,500 MHz,27,20,16
NVIDIA,GeForce Go 7900 GTX,G71,2006-04-18,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,600 MHz,32,24,16
NVIDIA,GeForce Go 7900 SE,G73,2006-04-18,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,333 MHz,17,12,8
NVIDIA,GeForce Go 7950 GTX,G71,2006-10-12,MXM-III,"512 MB, GDDR3, 256 bit",575 MHz,700 MHz,32,24,16
NVIDIA,Playstation 3 RSX 90nm,RSX-CXD2953,2006-11-11,IGP,"256 MB, GDDR3, 128 bit",500 MHz,700 MHz,32,24,8
NVIDIA,Quadro FX 1500,G71,2006-04-20,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",325 MHz,625 MHz,22,16,16
NVIDIA,Quadro FX 1500M,G71,2006-04-18,MXM-II,"512 MB, GDDR3, 256 bit",375 MHz,500 MHz,27,20,16
NVIDIA,Quadro FX 350,G72,2006-04-20,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",550 MHz,405 MHz,7,4,2
NVIDIA,Quadro FX 3500,G71,2006-05-22,PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",450 MHz,660 MHz,27,20,16
NVIDIA,Quadro FX 350M,G72,2006-03-13,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",450 MHz,450 MHz,7,4,2
NVIDIA,Quadro FX 4500 SDI,G70,2006-01-30,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",430 MHz,525 MHz,32,24,16
NVIDIA,Quadro FX 4500 X2,G71,2006-04-24,PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,605 MHz,32,24,16
NVIDIA,Quadro FX 550,NV43 A2,2006-04-20,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",360 MHz,400 MHz,12,8,8
NVIDIA,Quadro FX 5500,G71,2006-04-20,PCIe 1.0 x16,"1024 MB, GDDR3, 256 bit",650 MHz,505 MHz,32,24,16
NVIDIA,Quadro FX 5500 SDI,G71,2006-04-20,PCIe 1.0 x16,"1024 MB, GDDR3, 256 bit",650 MHz,505 MHz,32,24,16
NVIDIA,Quadro FX 550M,G73,2006-03-13,PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",480 MHz,500 MHz,17,12,8
NVIDIA,Quadro FX 560,G73,2006-04-20,PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",350 MHz,600 MHz,17,12,8
NVIDIA,Quadro NVS 110M,G72,2006-06-01,PCIe 1.0 x16,"512 MB, DDR, 64 bit",300 MHz,300 MHz,7,4,2
